source_id,study_id,title,year,doi,pmid,pmcid,source_path_or_url,content_level,source_type,access_date,extraction_method,notes
SRC_PMC11007108,STU_PMC11007108,Assessing resting-state brain functional connectivity in adolescents and young adults with narcolepsy using functional near-infrared spectroscopy.,2024,10.3389/fnhum.2024.1373043,38606200,PMC11007108,../organized/html/PMC11007108.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11008455,STU_PMC11008455,Effects of Age on the Auditory Cortex During Speech Perception in Noise: Evidence From Functional Near-Infrared Spectroscopy.,2024,10.1097/AUD.0000000000001460,38268081,PMC11008455,../organized/html/PMC11008455.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11010726,STU_PMC11010726,Molecularly targeted protease-activated probes for visualization of glioblastoma: a comparison with 5-ALA.,2024,10.3171/2024.1.JNS231137,38552239,PMC11010726,../organized/html/PMC11010726.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11016629,STU_PMC11016629,Alterations in brain functional connectivity in patients with mild cognitive impairment: A systematic review and meta-analysis of functional near-infrared spectroscopy studies.,2024,10.1002/brb3.3414,38616330,PMC11016629,outputs/organized/html/PMC11016629.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11018039,STU_PMC11018039,Hybrid statistical and machine learning modeling of cognitive neuroscience data.,2023,10.1080/02664763.2023.2176834,38628450,PMC11018039,../organized/html/PMC11018039.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11027033,STU_PMC11027033,Cerebral rScO2 Measured by Near-Infrared Spectroscopy (NIRS) During Therapeutic Hypothermia in Neonates with Hypoxic-Ischemic Encephalopathy: A Systematic Review.,2024,10.34763/jmotherandchild.20242801.d-24-00010,38639099,PMC11027033,outputs/organized/html/PMC11027033.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11042249,STU_PMC11042249,Exercise promotes brain health: a systematic review of fNIRS studies.,2024,10.3389/fpsyg.2024.1327822,38659667,PMC11042249,outputs/organized/html/PMC11042249.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11043130,STU_PMC11043130,Decreased resting-state functional connectivity and brain network abnormalities in the prefrontal cortex of elderly patients with Parkinson's disease accompanied by depressive symptoms.,2024,10.35772/ghm.2023.01043,38690130,PMC11043130,../organized/html/PMC11043130.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11044905,STU_PMC11044905,Deep Learning Based Walking Tasks Classification in Older Adults Using fNIRS.,2023,10.1109/TNSRE.2023.3306365,37594868,PMC11044905,../organized/html/PMC11044905.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11047915,STU_PMC11047915,Near-Infrared Spectroscopy Regional Oxygen Saturation Based Cerebrovascular Reactivity Assessments in Chronic Traumatic Neural Injury versus in Health: A Prospective Cohort Study.,2024,10.3390/bioengineering11040310,38671733,PMC11047915,../organized/html/PMC11047915.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11048441,STU_PMC11048441,Assessment of Microvascular Hemodynamic Adaptations in Finger Flexors of Climbers.,2024,10.3390/bioengineering11040401,38671822,PMC11048441,../organized/html/PMC11048441.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11048477,STU_PMC11048477,Application of the Single Source-Detector Separation Algorithm in Wearable Neuroimaging Devices: A Step toward Miniaturized Biosensor for Hypoxia Detection.,2024,10.3390/bioengineering11040385,38671806,PMC11048477,../organized/html/PMC11048477.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11048695,STU_PMC11048695,Remote Wearable Neuroimaging Devices for Health Monitoring and Neurophenotyping: A Scoping Review.,2024,10.3390/biomimetics9040237,38667247,PMC11048695,../organized/html/PMC11048695.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11054207,STU_PMC11054207,Maximizing the Reliability and Precision of Measures of Prefrontal Cortical Oxygenation Using Frequency-Domain Near-Infrared Spectroscopy.,2024,10.3390/s24082630,38676247,PMC11054207,../organized/html/PMC11054207.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11059326,STU_PMC11059326,Why behaviour matters: Studying inter-brain coordination during child-caregiver interaction.,2024,10.1016/j.dcn.2024.101384,38657470,PMC11059326,../organized/html/PMC11059326.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11066545,STU_PMC11066545,Integrating rSO2 and EEG monitoring in cardiopulmonary resuscitation: A novel methodology.,2024,10.1016/j.resplu.2024.100644,38708064,PMC11066545,../organized/html/PMC11066545.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11068267,STU_PMC11068267,Assessing changes in regional cerebral hemodynamics in adults with a high-density full-head coverage time-resolved near-infrared spectroscopy device.,2024,10.1117/1.JBO.29.S3.S33302,38707651,PMC11068267,../organized/html/PMC11068267.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11069416,STU_PMC11069416,Having a chat and then watching a movie: how social interaction synchronises our brains during co-watching.,2024,10.1093/oons/kvae006,38707237,PMC11069416,../organized/html/PMC11069416.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11072713,STU_PMC11072713,Exploring the impact of smartphone addiction on decision-making behavior in college students: an fNIRS study based on the Iowa Gambling Task.,2024,10.3389/fpsyt.2024.1342521,38711877,PMC11072713,../organized/html/PMC11072713.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11082417,STU_PMC11082417,Patients with chronic ankle instability exhibit increased sensorimotor cortex activation and correlation with poorer lateral balance control ability during single-leg stance: a FNIRS study.,2024,10.3389/fnhum.2024.1366443,38736530,PMC11082417,../organized/html/PMC11082417.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11084304,STU_PMC11084304,Non-Invasive Tools in Perioperative Stroke Risk Assessment for Asymptomatic Carotid Artery Stenosis with a Focus on the Circle of Willis.,2024,10.3390/jcm13092487,38731014,PMC11084304,../organized/html/PMC11084304.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11092069,STU_PMC11092069,Video mirror feedback induces more extensive brain activation compared to the mirror box: an fNIRS study in healthy adults.,2024,10.1186/s12984-024-01374-1,38745322,PMC11092069,../organized/html/PMC11092069.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11094294,STU_PMC11094294,Right prefrontal activation associated with deviations from expected lipstick texture assessed with functional near-infrared spectroscopy.,2024,10.3389/fnrgo.2024.1331083,38751731,PMC11094294,../organized/html/PMC11094294.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11101423,STU_PMC11101423,Low frequency oscillations reflect neurovascular coupling and disappear after cerebral death.,2024,10.1038/s41598-024-61819-4,38760449,PMC11101423,../organized/html/PMC11101423.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11110533,STU_PMC11110533,Exploratory insights into prefrontal cortex activity in continuous glucose monitoring: findings from a portable wearable functional near-infrared spectroscopy system.,2024,10.3389/fnins.2024.1342744,38779512,PMC11110533,../organized/html/PMC11110533.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11112281,STU_PMC11112281,Transmission of slow waves in Masimo O3 near infrared spectroscopy measures.,2024,10.1016/j.bas.2024.102834,38784127,PMC11112281,../organized/html/PMC11112281.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11118627,STU_PMC11118627,Oxygen-based autoregulation indices associated with clinical outcomes and spreading depolarization in aSAH.,2024,10.1101/2024.05.17.24307563,38798620,PMC11118627,../organized/html/PMC11118627.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11125330,STU_PMC11125330,Hammerstein-Wiener Motion Artifact Correction for Functional Near-Infrared Spectroscopy: A Novel Inertial Measurement Unit-Based Technique.,2024,10.3390/s24103173,38794026,PMC11125330,../organized/html/PMC11125330.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11125334,STU_PMC11125334,Enhancing Classification Accuracy with Integrated Contextual Gate Network: Deep Learning Approach for Functional Near-Infrared Spectroscopy Brain-Computer Interface Application.,2024,10.3390/s24103040,38793895,PMC11125334,../organized/html/PMC11125334.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC1112605,STU_PMC1112605,A portable near infrared spectroscopy system for bedside monitoring of newborn brain.,2005,10.1186/1475-925X-4-29,15862131,PMC1112605,../organized/html/PMC1112605.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11134420,STU_PMC11134420,Three-dimensional infrared scanning: an enhanced approach for spatial registration of probes for neuroimaging.,2024,10.1117/1.NPh.11.2.024309,38812965,PMC11134420,../organized/html/PMC11134420.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11135058,STU_PMC11135058,[Application of near-infrared spectroscopy in the early identification of neonatal gastrointestinal diseases].,2024,10.7499/j.issn.1008-8830.2311148,38802915,PMC11135058,../organized/html/PMC11135058.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11146205,STU_PMC11146205,Reduced inhibition control ability in children with ADHD due to coexisting learning disorders: an fNIRS study.,2024,10.3389/fpsyt.2024.1326341,38832323,PMC11146205,../organized/html/PMC11146205.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11154386,STU_PMC11154386,Multilevel Pain Assessment with Functional Near-Infrared Spectroscopy: Evaluating ΔHBO2 and ΔHHB Measures for Comprehensive Analysis.,2024,10.3390/s24020458,38257551,PMC11154386,../organized/html/PMC11154386.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11154537,STU_PMC11154537,Evaluation of Morlet Wavelet Analysis for Artifact Detection in Low-Frequency Commercial Near-Infrared Spectroscopy Systems.,2023,10.3390/bioengineering11010033,38247909,PMC11154537,../organized/html/PMC11154537.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11155497,STU_PMC11155497,"Future of neurocritical care: Integrating neurophysics, multimodal monitoring, and machine learning.",2024,10.5492/wjccm.v13.i2.91397,38855276,PMC11155497,../organized/html/PMC11155497.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11177928,STU_PMC11177928,Delayed cerebrovascular reactivity in individuals with spinal cord injury in the right inferior parietal lobe: a breath-hold functional near-infrared spectroscopy study.,2024,10.1101/2024.06.03.24307819,38883754,PMC11177928,../organized/html/PMC11177928.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11178101,STU_PMC11178101,"Improving rehabilitation motivation and motor learning ability of stroke patients using different reward strategies: study protocol for a single-center, randomized controlled trial.",2024,10.3389/fneur.2024.1418247,38882687,PMC11178101,../organized/html/PMC11178101.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11188482,STU_PMC11188482,Optimizing spatial specificity and signal quality in fNIRS: an overview of potential challenges and possible options for improving the reliability of real-time applications.,2024,10.3389/fnrgo.2024.1286586,38903906,PMC11188482,../organized/html/PMC11188482.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11188690,STU_PMC11188690,Applications of Functional Near-Infrared Spectroscopy (fNIRS) Neuroimaging During Rehabilitation Following Stroke: A Review.,2024,10.12659/MSM.943785,38879751,PMC11188690,../organized/html/PMC11188690.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11191237,STU_PMC11191237,Changes in temporal lobe activation during a sound stimulation task in patients with sensorineural tinnitus: a multi-channel near-infrared spectroscopy study.,2024,10.1186/s12938-024-01255-7,38902700,PMC11191237,../organized/html/PMC11191237.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11196085,STU_PMC11196085,Microvascular Autoregulation in Skeletal Muscle Using Near-Infrared Spectroscopy and Derivation of Optimal Mean Arterial Pressure in the ICU: Pilot Study and Comparison With Cerebral Near-Infrared Spectroscopy.,2024,10.1097/CCE.0000000000001111,38904977,PMC11196085,../organized/html/PMC11196085.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11200721,STU_PMC11200721,Neurobiological Effects of Transcranial Direct Current Stimulation over the Inferior Frontal Gyrus: A Systematic Review on Cognitive Enhancement in Healthy and Neurological Adults.,2024,10.3390/biomedicines12061146,38927353,PMC11200721,../organized/html/PMC11200721.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11210076,STU_PMC11210076,The phase coherence of the neurovascular unit is reduced in Huntington's disease.,2024,10.1093/braincomms/fcae166,38938620,PMC11210076,../organized/html/PMC11210076.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11218834,STU_PMC11218834,The NIRS Brain AnalyzIR Toolbox.,2018,10.3390/a11050073,38957522,PMC11218834,../organized/html/PMC11218834.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11221108,STU_PMC11221108,Detectability of hemodynamic oscillations in cerebral cortex through functional near-infrared spectroscopy: a simulation study.,2024,10.1117/1.NPh.11.3.035001,38962430,PMC11221108,../organized/html/PMC11221108.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11221214,STU_PMC11221214,Effect of near-infrared spectroscopy on postoperative delirium in cardiac surgery with cardiopulmonary bypass: a systematic review and meta-analysis.,2024,10.3389/fcvm.2024.1404210,38962088,PMC11221214,../organized/html/PMC11221214.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11244119,STU_PMC11244119,A Within-Subject Multimodal NIRS-EEG Classifier for Infant Data.,2024,10.3390/s24134161,39000941,PMC11244119,../organized/html/PMC11244119.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11247181,STU_PMC11247181,Covariate-guided Bayesian mixture of spline experts for the analysis of multivariate high-density longitudinal data.,2024,10.1093/biostatistics/kxad034,38141227,PMC11247181,../organized/html/PMC11247181.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11258506,STU_PMC11258506,Cerebral autoregulation-directed optimal blood pressure management reduced the risk of delirium in patients with septic shock.,2024,10.1016/j.jointm.2023.12.003,39035614,PMC11258506,../organized/html/PMC11258506.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11276379,STU_PMC11276379,Cerebrovascular Autoregulation in Preterm Infants Using Heart Rate or Blood Pressure: A Pilot Study.,2024,10.3390/children11070765,39062215,PMC11276379,../organized/html/PMC11276379.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11277785,STU_PMC11277785,Cerebral Oxygen Saturation Associates with Changes in Oxygen Transport Parameters during Cardiopulmonary Bypass.,2024,10.3390/jpm14070691,39063945,PMC11277785,../organized/html/PMC11277785.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11283272,STU_PMC11283272,Adjusting effective multiplicity ( M eff ) for family-wise error rate in functional near-infrared spectroscopy data with a small sample size.,2024,10.1117/1.NPh.11.3.035004,39071050,PMC11283272,../organized/html/PMC11283272.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11284241,STU_PMC11284241,Identifying biomarkers related to motor function in chronic stroke: A fNIRS and TMS study.,2024,10.1111/cns.14889,39073240,PMC11284241,../organized/html/PMC11284241.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11288115,STU_PMC11288115,Early or delayed cord clamping during transition of term newborns: does it make any difference in cerebral tissue oxygenation?,2024,10.1186/s13052-024-01707-9,39075594,PMC11288115,../organized/html/PMC11288115.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11297873,STU_PMC11297873,Deep learning networks based decision fusion model of EEG and fNIRS for classification of cognitive tasks.,2023,10.1007/s11571-023-09986-4,39104699,PMC11297873,../organized/html/PMC11297873.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11298368,STU_PMC11298368,Regional cerebral oxygen saturation variability and brain injury in preterm infants.,2024,10.3389/fped.2024.1426874,39105161,PMC11298368,../organized/html/PMC11298368.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11302996,STU_PMC11302996,Childhood exposure to organophosphate pesticides: Functional connectivity and working memory in adolescents.,2024,10.1016/j.neuro.2024.06.011,38908438,PMC11302996,../organized/html/PMC11302996.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11303590,STU_PMC11303590,Continuous Monitoring of Cerebral Autoregulation in Adults Supported by Extracorporeal Membrane Oxygenation.,2024,10.1007/s12028-023-01932-w,38326536,PMC11303590,../organized/html/PMC11303590.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11314658,STU_PMC11314658,Hybrid Integrated Wearable Patch for Brain EEG-fNIRS Monitoring.,2024,10.3390/s24154847,39123894,PMC11314658,../organized/html/PMC11314658.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11335481,STU_PMC11335481,Risk factors for postoperative delirium in frail elderly patients undergoing on-pump cardiac surgery and development of a prediction model-a prospective observational study.,2024,10.3389/fcvm.2024.1425621,39171326,PMC11335481,../organized/html/PMC11335481.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11347583,STU_PMC11347583,Investigating the relationship between CSAT scores and prefrontal fNIRS signals during cognitive tasks using a quantum annealing algorithm.,2024,10.1038/s41598-024-70394-7,39187554,PMC11347583,../organized/html/PMC11347583.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11347808,STU_PMC11347808,Association between EEG metrics and continuous cerebrovascular autoregulation assessment: a scoping review.,2024,10.1016/j.bja.2024.03.021,38644159,PMC11347808,../organized/html/PMC11347808.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11348010,STU_PMC11348010,ninjaCap: a fully customizable and 3D printable headgear for functional near-infrared spectroscopy and electroencephalography brain imaging.,2024,10.1117/1.NPh.11.3.036601,39193445,PMC11348010,../organized/html/PMC11348010.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11350141,STU_PMC11350141,"Neurovascular coupling, functional connectivity, and cerebrovascular endothelial extracellular vesicles as biomarkers of mild cognitive impairment.",2024,10.1002/alz.14072,38958537,PMC11350141,../organized/html/PMC11350141.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11351350,STU_PMC11351350,Optogenetic Brain-Computer Interfaces.,2024,10.3390/bioengineering11080821,39199779,PMC11351350,../organized/html/PMC11351350.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11363059,STU_PMC11363059,"The Benefit of Hearing Aids as Measured by Listening Accuracy, Subjective Listening Effort, and Functional Near Infrared Spectroscopy.",2024,10.1177/23312165241273346,39195628,PMC11363059,../organized/html/PMC11363059.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11363815,STU_PMC11363815,Brain Activity in Visual-Motor Illusions With Enhanced Joint Motion Intensity.,2024,10.7759/cureus.65786,39219877,PMC11363815,../organized/html/PMC11363815.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11370459,STU_PMC11370459,Revisiting equivalent optical properties for cerebrospinal fluid to improve diffusion-based modeling accuracy in the brain.,2024,10.1101/2024.08.20.608859,39229084,PMC11370459,../organized/html/PMC11370459.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11374618,STU_PMC11374618,Perturbation walking effects on prefrontal cortical activation and walking performance in older women with and without osteoarthritis: a FNIRS study.,2024,10.3389/fnagi.2024.1403185,39239356,PMC11374618,../organized/html/PMC11374618.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11379445,STU_PMC11379445,Simultaneous EEG-fNIRS Data Classification Through Selective Channel Representation and Spectrogram Imaging.,2024,10.1109/JTEHM.2024.3448457,39247844,PMC11379445,../organized/html/PMC11379445.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11382456,STU_PMC11382456,A personalized clinical assessment: multi-sensor approach for understanding musculoskeletal health in the frail population.,2024,10.1186/s12938-024-01287-z,39252062,PMC11382456,../organized/html/PMC11382456.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11383710,STU_PMC11383710,"Creating anatomically-derived, standardized, customizable, and three-dimensional printable head caps for functional neuroimaging.",2024,10.1101/2024.08.30.610386,39257741,PMC11383710,../organized/html/PMC11383710.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11392768,STU_PMC11392768,Neurological activation during verbal fluency task and resting-state functional connectivity abnormalities in obsessive-compulsive disorder: a functional near-infrared spectroscopy study.,2024,10.3389/fpsyt.2024.1416810,39279815,PMC11392768,../organized/html/PMC11392768.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11404838,STU_PMC11404838,Analysis of brain activity for speech stimuli and child development of an infant with neurosyphilis: case report.,2024,10.1590/2317-1782/20242023303pt,39292018,PMC11404838,../organized/html/PMC11404838.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11407240,STU_PMC11407240,Naturalistic approach to investigate the neural correlates of a laundry cycle with and without fragrance.,2024,10.1364/BOE.528275,39296381,PMC11407240,../organized/html/PMC11407240.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11421663,STU_PMC11421663,Learnable real-time inference of molecular composition from diffuse spectroscopy of brain tissue.,2024,10.1117/1.JBO.29.9.093509,39318967,PMC11421663,../organized/html/PMC11421663.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11427210,STU_PMC11427210,Diffuse optical tomography of the brain: effects of inaccurate baseline optical parameters and refinements using learned post-processing.,2024,10.1364/BOE.524245,39347006,PMC11427210,../organized/html/PMC11427210.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11428271,STU_PMC11428271,Artifact Management for Cerebral Near-Infrared Spectroscopy Signals: A Systematic Scoping Review.,2024,10.3390/bioengineering11090933,39329675,PMC11428271,outputs/organized/html/PMC11428271.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
SRC_PMC11429964,STU_PMC11429964,Do Different Amounts of Exogenous Surfactant Differently Influence Cerebrovascular Instability in a Consecutive Group of Preterm Babies? Preliminary Results from a Single-Center Experience.,2024,10.3390/children11091088,39334621,PMC11429964,../organized/html/PMC11429964.html,full_text,local_pmc_html,2026-08-27,manual_full_text_complete_read,Bibliographic title/year/DOI were not present in the bundled evidence-link resource.
